Jahr;GKZ;Geschlecht;erwerbsalter;gruppe_5;gruppe_15;Anzahl
2005;20419;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2003;20405;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2007;20509;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20644;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20644;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2007;20509;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2003;20635;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;2
2003;20635;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2011;20701;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20701;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2007;20511;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2007;20511;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2007;20511;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20702;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2005;20421;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20702;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20703;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2003;20635;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2007;20512;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20705;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2007;20512;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20705;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2005;20421;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20705;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20705;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20705;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2011;20707;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2007;20513;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20707;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2011;20708;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20708;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20710;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20710;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2007;20515;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2005;20424;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20710;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2005;20424;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20711;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20711;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20711;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2007;20515;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;2
2011;20711;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2005;20424;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20711;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20711;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2011;20712;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20712;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2011;20712;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20712;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20712;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20713;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2007;20518;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2007;20518;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20719;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2007;20518;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20719;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2007;20518;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;2
2011;20719;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2007;20518;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20720;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2005;20425;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2005;20425;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20720;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20721;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20721;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20721;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20721;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20722;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20722;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2004;20402;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20722;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2004;20402;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2011;20722;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2003;20636;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20722;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20722;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20722;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2004;20402;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20723;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2007;20523;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20724;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20724;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20724;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2005;20432;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;2
2005;20432;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20724;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20725;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2011;20725;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2005;20432;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2007;20527;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20725;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20725;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2011;20726;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2003;20636;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2004;20403;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;2
2007;20527;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;2
2011;20727;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2007;20527;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20727;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20727;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20727;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20727;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20727;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2011;20801;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2011;20801;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20801;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2004;20403;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20801;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2005;20435;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20802;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20802;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20803;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2011;20803;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20803;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20803;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2003;20506;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2007;20530;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20803;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20803;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20803;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20803;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20804;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2011;20804;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2003;20636;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2005;20435;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20805;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20805;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2004;20403;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2011;20805;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2004;20403;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2004;20403;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20806;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20806;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20806;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2005;20441;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2007;20531;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20806;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20806;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20806;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20807;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2005;20442;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20808;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20808;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2004;20403;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2007;20534;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20808;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20808;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20808;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2005;20442;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2005;20442;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20810;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2007;20601;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20810;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20810;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20810;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2005;20442;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2007;20601;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2004;20405;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;2
2004;20405;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2007;20601;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20812;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20812;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20812;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2004;20405;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2005;20501;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2005;20501;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2007;20602;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20813;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2005;20501;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20815;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20815;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2007;20603;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20815;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20817;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2011;20817;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;2
2011;20817;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2007;20603;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20817;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2004;20405;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2007;20604;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2003;20637;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2005;20502;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2003;20508;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20901;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2007;20604;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20905;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2005;20502;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2005;20503;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2004;20405;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2011;20909;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2005;20504;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2011;20909;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20909;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20909;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2007;20607;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2004;20409;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2007;20607;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20911;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;2
2005;20504;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2004;20409;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20911;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2007;20608;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2007;20608;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2007;20608;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20912;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2011;20912;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20912;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2011;20913;männlich;15 bis 64 Jahre;30 bis 34 Jahre;30 bis 49 Jahre;2
2005;20504;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20913;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;2
2011;20913;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2003;20409;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2011;20914;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2007;20609;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2007;20609;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20914;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20914;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;2
2005;20504;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;2
2004;20409;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2007;20610;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20914;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2011;20914;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20918;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2007;20610;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2007;20610;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2007;20610;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;2
2007;20610;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;2
2011;20918;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;2
2003;20638;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2007;20611;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2004;20409;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;2
2007;20611;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;2
2011;20923;männlich;15 bis 64 Jahre;15 bis 19 Jahre;15 bis 29 Jahre;2
2007;20611;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;2
2011;20923;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;2
2007;20611;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;2
2005;20505;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
2011;20923;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;2
